tconst,rt_rating,mc_rating
tt3395184,85,70
tt1742336,83,72
tt0116999,84,68
tt3672742,91,60
tt7557108,93,83
tt1401143,90,71
tt0067756,73,67
tt3722070,89,70
tt0119942,81,70
tt0325655,64,66
tt0104029,89,70
tt1127896,48,55
tt6865690,10,37
tt0107501,65,62
tt2452254,91,79
tt0457572,73,70
tt5886440,49,63
tt0105415,79,71
tt0083284,63,57
tt0179116,42,39
tt0842929,77,83
tt0100140,74,56
tt0090685,86,68
tt0101912,66,66
tt0479537,55,62
tt0102768,43,47
tt1435513,59,53
tt8781414,88,63
tt0489664,,
tt0308379,81,
tt2294677,92,79
tt3179568,33,38
tt0102250,93,66
tt0346631,,
tt0120824,55,47
tt2084989,86,81
tt0202677,46,49
tt0114887,46,54
tt6990206,,
tt0082509,65,51
tt0119237,38,19
tt1167638,46,
tt0102526,77,61
tt0310910,69,59
tt2752200,74,63
tt1440345,67,61
tt1512685,90,
tt0092494,67,54
tt5563334,63,55
tt0079714,74,72
tt6803046,93,84
tt3616916,83,68
tt0116242,77,
tt0166485,51,56
tt1872818,71,55
tt0118636,53,51
tt0116191,89,66
tt0162677,,67
tt5774450,71,57
tt0196216,66,69
tt2720680,72,64
tt1703148,72,63
tt0281364,43,53
tt0856288,85,
tt5649108,87,75
tt1035736,64,65
tt0256524,45,52
tt8544498,84,66
tt0093777,58,50
tt0472198,52,60
tt9214832,86,71
tt0364385,,48
tt2837574,93,80
tt0074483,69,58
tt0377107,62,64
tt0324133,83,70
tt0365485,75,65
tt1172991,67,69
tt0119807,28,
tt0332375,61,62
tt0095776,50,58
tt1430626,86,73
tt0111756,32,47
tt1084950,84,82
tt3086442,85,81
tt0112883,72,63
tt0066434,86,75
tt0120399,60,54
tt0250223,86,
tt0795493,46,49
tt0800241,91,72
tt0165982,45,48
tt0096933,52,56
tt0107302,58,49
tt0821642,57,61
tt0118548,56,52
tt0112950,29,30
tt4622512,84,73
tt3758172,62,48
tt0146984,43,47
tt2788732,88,71
tt3960412,79,68
tt4244998,81,63
tt0091949,61,50
tt0476964,44,56
tt0800308,76,64
tt0088933,76,65
tt1758692,72,68
tt0120693,29,16
tt1800302,41,49
tt0267626,60,58
tt0472160,53,48
tt0380389,42,53
tt1210042,44,43
tt0116683,91,78
tt0120148,65,59
tt0219699,57,62
tt1972779,12,29
tt0804461,20,36
tt0995039,85,72
tt0423294,79,64
tt1726669,80,62
tt1619029,88,81
tt0101393,76,38
tt6924650,42,47
tt0088170,79,56
tt1512235,49,50
tt0085333,69,57
tt0317648,46,54
tt1716772,54,44
tt0787475,39,43
tt5028340,80,66
tt6292852,91,64
tt0402399,62,69
tt0250797,50,63
tt0103919,78,61
tt1911658,74,53
tt3606752,69,59
tt0064757,80,61
tt2481498,54,52
tt0230838,15,27
tt2382009,59,60
tt3072482,51,51
tt0093428,74,59
tt0348333,30,30
tt0114924,81,67
tt2980592,92,76
tt0082398,72,54
tt0118883,57,49
tt1791528,74,81
tt0480242,65,65
tt0343737,55,61
tt0071807,39,43
tt0848537,65,52
tt0386117,73,71
tt0425123,54,47
tt1478964,90,75
tt0327850,69,59
tt1702439,14,34
tt1979388,76,66
tt0467200,43,50
tt1307068,55,59
tt2510894,55,44
tt0190138,43,47
tt0337741,72,66
tt0120632,,54
tt1911644,44,51
tt1355630,35,46
tt0087928,57,41
tt0107977,41,44
tt0117438,75,60
tt0427327,92,81
tt0404032,20,46
tt0475394,30,45
tt3766354,52,50
tt0093894,67,45
tt1188729,30,28
tt7556122,80,70
tt0122933,69,61
tt4701182,90,66
tt0088944,67,51
tt0145681,28,45
tt0104714,58,40
tt1560220,68,55
tt1935859,64,57
tt0380510,32,42
tt0106697,62,34
tt0327084,75,67
tt0119081,29,35
tt0142688,43,44
tt0114148,55,58
tt8936646,67,56
tt2406566,79,63
tt0371724,60,63
tt0758752,49,55
tt0401855,17,36
tt0128853,69,57
tt1272878,65,55
tt1972591,31,41
tt1605630,45,49
tt0187738,58,52
tt1321870,31,40
tt1599348,53,52
tt0265208,56,47
tt7975244,71,58
tt0117509,73,60
tt0296572,29,38
tt0163978,21,43
tt0243155,80,66
tt1211956,50,49
tt0364725,71,55
tt0195714,35,36
tt0429493,49,47
tt1386588,78,64
tt0120804,36,33
tt0808151,37,48
tt4649466,50,44
tt1041829,45,48
tt0286106,74,59
tt0493464,71,64
tt1637688,37,53
tt0120591,38,42
tt1270797,30,35
tt1430132,71,61
tt0376994,57,58
tt4698584,93,82
tt0063285,88,
tt0926380,73,57
tt0168501,72,61
tt6892400,75,
tt0783640,61,51
tt1859522,,
tt5076214,,
tt0077889,86,49
tt0299458,71,71
tt0051406,75,
tt4158876,85,67
tt0069897,78,60
tt0086450,60,61
tt1097643,83,57
tt0762121,37,52
tt0107630,44,
tt0087231,82,68
tt0441881,71,
tt4771896,100,
tt0073636,50,
tt0066301,70,55
tt2077851,84,71
tt0792965,100,
tt4193394,82,78
tt0120868,,
tt0869994,66,68
tt5628302,92,74
tt2017561,94,68
tt1196956,63,52
tt1037218,38,
tt0100594,50,
tt0166943,63,54
tt0479647,80,
tt1838603,31,36
tt0078492,67,
tt4721124,74,60
tt0111667,25,
tt0418647,64,59
tt0096098,100,56
tt0453548,67,67
tt6193408,96,79
tt0471030,88,73
tt0992911,43,38
tt0104181,25,
tt0964185,71,65
tt7167686,,
tt1462667,80,67
tt0113537,57,75
tt0269389,56,
tt0424908,28,59
tt6336356,89,74
tt0480269,58,64
tt0108451,56,59
tt0091939,94,79
tt7489816,83,
tt1545759,91,75
tt0107096,40,
tt0120834,39,44
tt2414766,100,
tt0059017,90,60
tt0081698,77,68
tt0113613,62,
tt0080855,59,57
tt0384819,47,49
tt0077578,74,45
tt1880399,71,57
tt0094035,88,72
tt5566790,67,55
tt0053580,52,
tt0091578,98,75
tt0105585,89,58
tt0101969,78,64
tt0122541,85,67
tt0047677,79,
tt0094606,82,53
tt0332658,74,64
tt0058947,57,
tt0914797,48,56
tt0108265,56,39
tt2309224,76,64
tt0072226,85,65
tt5084170,86,72
tt2063781,83,71
tt6060156,,
tt1954315,87,66
tt0074256,81,71
tt0104237,78,71
tt0083169,68,49
tt0250081,53,50
tt0102713,70,65
tt0073018,84,68
tt7424200,91,69
tt0025452,89,77
tt2965412,44,52
tt2245003,71,59
tt0060397,91,72
tt7671064,88,72
tt0435680,,
tt0058700,81,
tt0074899,47,48
tt1661275,90,76
tt1654523,41,30
tt3859076,63,66
tt1068641,38,45
tt1441951,80,64
tt0901507,14,
tt0100449,83,56
tt0415965,,48
tt0108149,88,72
tt0090357,64,65
tt0464049,65,74
tt1235796,70,65
tt0120202,85,75
tt1196204,57,
tt5595168,12,35
tt2261287,42,48
tt3577624,71,60
tt0365885,74,63
tt0082307,67,38
tt4291600,88,76
tt0074512,92,79
tt0760311,80,53
tt0091630,75,62
tt0366780,54,55
tt0278500,57,60
tt1564349,82,64
tt1582248,52,54
tt0494222,56,55
tt0252299,73,56
tt2910274,90,76
tt0116329,88,77
tt0455782,55,54
tt2473794,97,94
tt0087909,76,57
tt0089869,71,
tt0118798,76,75
tt0051744,89,
tt6218358,95,76
tt4262980,86,67
tt0048960,70,69
tt1620935,70,62
tt1334553,45,48
tt0080057,42,54
tt0081562,69,56
tt0866437,66,61
tt0114660,32,46
tt5929754,94,80
tt0120094,67,67
tt0116361,76,61
tt0101516,84,80
tt0078908,85,63
tt0114011,33,50
tt0111127,63,64
tt3833480,92,71
tt1481572,42,45
tt0385705,38,
tt0488085,43,
tt0284978,58,
tt0841044,88,67
tt3172532,95,87
tt0154421,71,47
tt5797184,73,56
tt0421994,35,49
tt0086984,76,69
tt7280898,80,69
tt0380599,,65
tt0198021,35,30
tt3504048,96,76
tt0485851,10,37
tt0444653,57,53
tt1742044,51,54
tt5816682,66,58
tt1179031,84,73
tt0092718,50,36
tt1303828,74,57
tt0115988,69,
tt3361792,51,48
tt1251757,40,60
tt1235189,33,41
tt0278731,85,83
tt0283003,37,41
tt0105275,79,61
tt0097162,83,70
tt0068555,88,66
tt0098273,77,66
tt0096787,44,50
tt0087597,76,67
tt0113326,80,61
tt1571249,86,74
tt5814534,,54
tt6079516,79,65
tt7504726,63,48
tt5541240,70,64
tt0210070,89,70
tt7549996,82,66
tt0114681,88,86
tt6820256,90,71
tt0977855,79,69
tt0123964,51,63
tt1869716,76,68
tt0844286,68,55
tt0328589,62,52
tt3064298,80,69
tt1767354,38,45
tt0098621,85,79
tt7374948,90,64
tt2771372,79,62
tt0375154,31,49
tt0385887,64,60
tt0106673,95,76
tt0086837,66,53
tt0081455,68,60
tt0119223,37,55
tt3411444,71,58
tt0101587,91,70
tt0115641,71,64
tt4136084,88,71
tt0074812,63,53
tt1772264,55,52
tt0096463,84,73
tt0804522,47,55
tt0112346,91,67
tt0443465,29,31
tt0787474,78,61
tt0237572,78,71
tt0093260,82,66
tt2223990,60,54
tt0280609,80,
tt1704573,88,75
tt4624424,65,56
tt0116409,51,
tt2083383,51,58
tt1441952,67,58
tt0109446,80,65
tt0120686,46,58
tt2025690,63,58
tt1586752,28,43
tt0864835,81,59
tt0163988,72,70
tt4003440,60,42
tt1226753,77,65
tt1763303,47,55
tt1034415,65,64
tt0414055,35,45
tt0316396,77,64
tt0080749,75,55
tt0841046,74,63
tt0338095,41,42
tt0862846,74,61
tt1491044,66,60
tt0975645,60,55
tt1486834,74,59
tt1972571,85,73
tt0076666,82,77
tt0116908,68,44
tt0371257,27,41
tt0091790,73,56
tt5294550,79,72
tt0092675,46,29
tt1020530,80,65
tt0105812,77,65
tt1781922,47,38
tt0328538,81,70
tt0086200,92,75
tt1456635,81,64
tt0498399,57,59
tt0106220,76,61
tt0862856,84,
tt0100758,41,51
tt0396555,67,61
tt4682786,13,23
tt0248667,68,65
tt0395584,55,53
tt0120907,74,68
tt0113101,13,
tt0070328,65,55
tt0081573,82,83
tt0328880,37,48
tt0102059,85,61
tt2139881,81,67
tt6394270,68,64
tt0365830,52,55
tt1682180,70,58
tt0218967,53,42
tt1067106,53,55
tt3289956,86,65
tt0129290,22,25
tt0421073,36,55
tt1258197,63,
tt1206543,53,63
tt5742374,89,84
tt0084827,72,58
tt0265459,,64
tt0112431,97,83
tt0227445,73,71
tt0106918,76,58
tt0947810,53,63
tt0451079,80,71
tt8079248,64,55
tt7040874,84,67
tt0430105,,49
tt0410297,35,52
tt1054606,64,65
tt0120681,57,54
tt0261392,53,51
tt4520988,77,64
tt1091722,89,76
tt0108160,75,72
tt1277953,78,60
tt0478304,84,85
tt0120746,83,63
tt0084602,67,57
tt0139134,54,56
tt1606389,31,43
tt0477080,87,69
tt0993842,71,65
tt0397892,89,67
tt0339291,72,62
tt2321549,98,86
tt3235888,96,83
tt0430922,77,61
tt1588173,82,60
tt6105098,52,55
tt0486822,69,62
tt1922777,63,53
tt0478087,36,48
tt1823672,32,41
tt0102057,29,52
tt1601913,79,64
tt0803096,28,32
tt1401152,55,56
tt6857112,93,81
tt0450385,80,64
tt0212985,40,57
tt0438097,57,60
tt0258000,76,65
tt1478338,90,75
tt1598778,85,70
tt0293662,54,51
tt1591095,66,52
tt2798920,88,79
tt0399201,39,50
tt0167190,81,72
tt1104001,51,49
tt0104431,35,46
tt0343660,45,48
tt1409024,68,58
tt1068680,46,46
tt0232500,54,58
tt0315327,48,46
tt2379713,63,60
tt1499658,69,57
tt1790864,65,57
tt0242653,34,47
tt4154664,79,64
tt1981115,66,54
tt0066214,85,
tt7209510,,
tt2404465,68,58
tt5699154,81,
tt0116722,82,68
tt1291566,11,18
tt0104073,87,67
tt0107529,92,
tt7158430,92,65
tt0069341,90,
tt10208198,97,65
tt1673702,83,63
tt1565958,86,69
tt1483831,90,85
tt3208026,78,65
tt0787523,49,57
tt5952594,95,77
tt2070776,73,58
tt0475723,,
tt0069280,82,66
tt5034266,89,69
tt0081974,81,64
tt0220580,73,59
tt3759416,71,
tt0374339,,
tt0120857,64,53
tt0126250,86,70
tt6101820,81,
tt0068931,33,51
tt0981072,37,53
tt2032557,57,54
tt2852458,94,82
tt0363780,63,64
tt1167660,75,58
tt0120906,64,
tt0124595,70,54
tt4666726,88,72
tt0352520,69,
tt1797504,,
tt0089461,59,58
tt1319718,79,
tt0090350,56,58
tt0119225,88,
tt0117603,70,62
tt0091445,73,75
tt3387266,84,65
tt0064940,79,
tt7458762,,
tt2844798,88,80
tt3125324,83,73
tt6062774,92,78
tt0097443,54,51
tt0118564,88,79
tt0120514,72,70
tt0283530,50,49
tt0079240,74,68
tt0410730,81,83
tt0073747,68,54
tt0070698,87,
tt0299117,88,75
tt0348121,60,66
tt0091983,91,73
tt0195234,63,62
tt0406650,37,41
tt0077355,81,60
tt0057261,91,67
tt0166175,78,74
tt0075223,81,41
tt0096316,83,74
tt1533749,74,53
tt0070016,77,73
tt0104040,57,53
tt5989218,13,21
tt0312549,53,55
tt0104990,39,46
tt0077663,87,72
tt0115632,,65
tt0101316,28,59
tt0087755,84,64
tt0122459,62,54
tt0104558,94,
tt0245238,51,53
tt0074452,60,61
tt0124879,44,39
tt0112819,49,
tt0083798,77,67
tt0102744,56,51
tt1071804,100,
tt2725962,73,54
tt0077294,62,38
tt0045891,85,
tt0112688,72,71
tt0107151,32,
tt6043142,76,58
tt4645368,44,48
tt4080956,92,76
tt0418773,86,80
tt0097322,97,85
tt8266310,88,71
tt0105327,60,65
tt0208874,76,59
tt2832470,81,59
tt2473602,80,71
tt0110955,73,
tt6018306,77,65
tt6288124,76,67
tt0366777,88,74
tt1648216,,
tt0364961,67,63
tt0337909,74,60
tt0099472,88,
tt0810784,83,81
tt4273292,99,83
tt0099703,91,86
tt0120241,34,43
tt0101669,81,66
tt0091877,93,78
tt0082031,89,69
tt0100133,67,59
tt2987732,,
tt0968264,56,55
tt5727282,84,63
tt0455957,30,52
tt0469021,87,66
tt0080319,81,58
tt0093378,82,65
tt6938828,79,76
tt4964788,78,68
tt0280760,75,72
tt9683478,97,74
tt0066011,68,84
tt0374569,79,64
tt0318374,77,69
tt0080360,85,58
tt0265662,84,72
tt0119951,,67
tt0087995,98,82
tt7008872,80,69
tt0242193,54,45
tt2006295,48,55
tt0078446,47,57
tt0252501,49,55
tt1262981,88,69
tt0165710,49,33
tt0127357,67,
tt0316465,35,38
tt1521197,45,50
tt0100404,86,72
tt2994190,75,54
tt3077214,73,64
tt0100477,71,70
tt0100258,66,54
tt0420293,84,67
tt0189998,81,71
tt0092513,69,45
tt0114287,73,55
tt1529572,79,60
tt0091187,68,53
tt6491178,76,60
tt0082186,65,59
tt3881784,90,76
tt0062803,69,64
tt3205376,92,72
tt1967545,35,52
tt0083767,74,59
tt1216491,77,60
tt0089092,60,59
tt5536736,93,79
tt0124718,81,64
tt0091059,84,64
tt2382396,86,74
tt0100944,93,78
tt0082517,61,47
tt0113198,61,53
tt0089155,77,68
tt0294870,46,53
tt1441326,90,75
tt0090633,73,38
tt0095174,76,66
tt0098282,27,44
tt0118771,82,73
tt5710514,89,75
tt0268995,42,27
tt2937696,87,83
tt0460829,71,73
tt0119558,68,46
tt1124037,47,53
tt0093693,44,53
tt0368794,77,73
tt0096487,41,50
tt0228786,68,49
tt4971344,87,78
tt0421206,42,52
tt0076618,82,74
tt0462200,66,52
tt3168230,88,67
tt0433387,48,56
tt0104815,91,73
tt1172233,85,68
tt0117887,93,71
tt6679794,62,59
tt6265828,90,84
tt0083131,88,68
tt5688932,93,80
tt0119051,64,
tt0096734,53,45
tt0083511,93,71
tt0335119,73,72
tt0102492,50,56
tt2017038,94,87
tt0864761,62,62
tt0116778,49,43
tt1219342,52,53
tt0113161,88,82
tt0093010,76,67
tt1860242,58,58
tt1655420,84,65
tt0088011,85,63
tt0406816,37,53
tt0155267,70,72
tt0118887,75,64
tt0138749,48,51
tt4218572,91,84
tt1549572,66,66
tt0109444,80,74
tt0477302,45,46
tt0426883,54,53
tt0390384,73,68
tt1142977,87,74
tt0062512,73,61
tt0105112,74,64
tt0240890,59,52
tt1187064,80,
tt0102510,58,65
tt0230011,49,52
tt1924429,68,61
tt1067583,60,52
tt0182789,36,42
tt1536537,61,47
tt0146838,52,52
tt0107120,39,43
tt1937390,76,64
tt0365737,73,76
tt7798634,88,64
tt1390411,42,47
tt0117008,91,72
tt0120888,69,59
tt0082198,67,43
tt0101272,65,57
tt3104988,91,74
tt3569230,61,55
tt1661199,83,67
tt1355683,73,68
tt0183790,59,56
tt2316411,71,61
tt0102798,51,51
tt0089927,37,40
tt0079501,91,73
tt0112697,,68
tt2404435,63,54
tt0374900,72,64
tt1959563,43,47
tt1436562,72,63
tt0844471,86,66
tt2704998,85,66
tt4263482,90,83
tt1080016,46,50
tt0479884,61,57
tt6139732,57,53
tt0112442,42,41
tt0259711,42,45
tt2024469,62,56
tt0457939,50,52
tt0463854,72,78
tt0838283,55,51
tt0118880,56,52
tt0109040,48,37
tt0119528,83,70
tt1037705,47,53
tt0092099,58,50
tt3778644,69,62
tt0368891,46,39
tt0910936,,64
tt0496806,70,62
tt0317919,71,66
tt0396269,75,64
tt0478311,89,85
tt0110475,80,56
tt0363771,76,75
tt0351283,54,57
tt0458352,75,62
tt3385516,46,52
tt1477834,65,55
tt1663662,72,65
tt0948470,72,66
tt1637725,68,62
tt2527336,91,84
tt0458339,79,66
tt7204348,73,61
tt0096454,58,
tt0109504,78,65
tt0079271,76,63
tt0812243,44,36
tt0097889,91,
tt0019702,87,
tt0073012,76,
tt0052905,94,
tt0972883,70,61
tt1606180,60,53
tt3824648,84,64
tt0046754,100,
tt1173687,48,48
tt0252480,69,58
tt7063210,,
tt0071935,64,
tt0068334,88,66
tt0024894,89,
tt0243609,62,
tt1745787,88,78
tt0081071,81,64
tt4560008,61,51
tt0268690,83,74
tt0105130,64,
tt0113083,84,75
tt1843287,83,76
tt0036872,81,
tt5555502,,
tt0091495,92,
tt0097050,80,
tt0377084,64,61
tt0930083,,
tt1104806,50,
tt0425326,76,70
tt4859168,57,44
tt0361668,72,58
tt0120776,88,63
tt1422020,63,57
tt0478024,80,
tt1075419,60,63
tt0066892,87,77
tt0340012,77,65
tt0435623,74,62
tt0902955,,
tt0466816,73,62
tt0795441,74,66
tt4411504,84,73
tt0053925,86,75
tt0083806,71,54
tt0105211,35,
tt0082416,82,64
tt4120176,99,88
tt0098575,48,55
tt0860907,,
tt0381348,71,
tt0255589,78,61
tt0238924,,69
tt0044916,85,
tt0058333,67,77
tt1937118,79,64
tt6225520,79,60
tt3775086,75,
tt0060086,96,70
tt0444182,83,82
tt6900448,91,81
tt6864046,94,81
tt0074806,93,53
tt0041094,94,74
tt0103850,95,70
tt0338512,78,63
tt0049314,82,65
tt0090670,86,67
tt0413015,68,71
tt0066601,67,
tt1969062,82,64
tt0046126,82,
tt0879843,91,81
tt0147004,79,68
tt0093677,91,68
tt0052948,83,
tt1054588,61,57
tt2319580,61,57
tt0107091,55,56
tt0243493,85,72
tt0091860,88,73
tt2427892,77,67
tt0345551,46,45
tt1883180,89,81
tt0280778,79,76
tt1183252,72,
tt0401233,25,40
tt0061385,83,55
tt0824758,71,76
tt1839654,29,46
tt0093185,74,69
tt4088268,100,
tt0091431,78,
tt0145734,60,55
tt0420251,84,66
tt1594918,,
tt0156812,73,61
tt0409184,72,67
tt0118760,80,75
tt0090103,86,76
tt1630036,36,42
tt0311648,84,70
tt1042877,66,65
tt0095270,98,77
tt0096251,81,
tt0105226,97,79
tt3347976,,
tt1226236,81,79
tt0064072,67,
tt1740047,89,
tt1194263,85,77
tt0117110,71,64
tt0301976,34,37
tt1183923,54,50
tt0072288,87,62
tt0063688,72,66
tt6116856,91,69
tt1924394,89,66
tt0094715,42,46
tt0900387,76,63
tt0246677,73,68
tt0095243,85,
tt0473488,75,67
tt0067824,69,
tt0386005,50,
tt0913968,62,70
tt0065134,69,62
tt0077269,69,40
tt0067588,84,78
tt0098546,61,32
tt0119485,75,74
tt5501104,97,75
tt0183659,80,77
tt0101026,67,55
tt0258068,87,84
tt0046876,79,68
tt0050419,88,75
tt0482546,68,57
tt2076298,85,62
tt6304046,92,74
tt1082886,70,61
tt0106770,74,69
tt0350261,52,49
tt2101569,61,
tt1772288,78,58
tt0091954,88,76
tt0093560,56,61
tt0056937,60,60
tt0845046,73,66
tt0482088,82,72
tt0165854,92,73
tt0089886,75,71
tt4669986,88,79
tt2326554,96,81
tt0419749,62,65
tt0099763,89,80
tt6324278,82,61
tt0120879,60,65
tt0066808,83,67
tt0099939,72,66
tt0379889,71,63
tt0093605,82,76
tt0061747,92,62
tt0071402,63,51
tt0129332,49,46
tt1045670,93,84
tt1103275,82,74
tt0113819,78,59
tt0170691,77,55
tt2800240,,
tt3721936,79,79
tt1730768,64,57
tt0308055,47,54
tt0072308,70,69
tt6212478,88,68
tt1291580,94,
tt1596345,72,65
tt0473444,65,70
tt0800325,,39
tt0107131,87,
tt1647668,64,56
tt0473308,89,75
tt0088172,85,70
tt0089457,68,64
tt0107050,64,53
tt1626146,38,29
tt0281686,79,57
tt0098067,92,82
tt1596346,46,53
tt0929425,91,87
tt0076729,78,50
tt0935075,87,76
tt0102511,69,67
tt0181984,66,63
tt0089791,87,47
tt1403177,55,45
tt0070849,85,77
tt1987680,,46
tt1176740,67,58
tt0102494,79,77
tt0084434,78,75
tt0296042,64,55
tt0324554,27,40
tt0070909,85,77
tt5610554,87,75
tt0988047,64,61
tt0427470,87,73
tt0401997,84,74
tt0416508,58,55
tt2390361,95,78
tt8359848,69,67
tt0081633,90,79
tt0423977,58,54
tt2990140,68,52
tt0237534,73,57
tt0103241,84,60
tt4954522,92,81
tt2937898,90,79
tt1355631,71,66
tt1740707,82,61
tt0120631,91,66
tt3007512,62,50
tt0115734,85,66
tt1840417,24,37
tt0272020,52,43
tt1605717,92,75
tt0164181,68,67
tt0090863,89,77
tt0119099,40,
tt0456554,15,33
tt0152930,,
tt0311289,78,71
tt6048922,78,64
tt0270288,79,67
tt0285742,85,69
tt0274812,78,63
tt0120780,94,85
tt1126590,72,62
tt0098554,62,51
tt0096061,69,38
tt0401445,25,47
tt1172049,54,49
tt0102266,46,52
tt0106611,76,60
tt1623288,89,72
tt0342258,66,58
tt1259528,42,49
tt0120902,67,60
tt1567609,82,60
tt0120889,53,44
tt0110478,67,62
tt0088128,81,61
tt4034354,72,64
tt0059800,87,64
tt0093177,71,56
tt1135503,78,66
tt0472062,82,67
tt4062536,90,79
tt0431197,51,56
tt1862079,91,72
tt0096928,81,50
tt7959026,70,58
tt0842926,92,86
tt5715874,80,73
tt0307987,78,70
tt1100089,87,81
tt5439796,92,78
tt5848272,88,71
tt1563738,36,48
tt4178092,91,77
tt0116583,72,74
tt0105793,79,57
tt1462758,87,65
tt0418763,61,58
tt0120630,97,88
tt0461770,93,75
tt0366551,74,64
tt0103772,56,41
tt8228288,79,73
tt1155056,83,70
tt1148204,57,42
tt0431308,,39
tt1077258,76,
tt0116483,61,31
tt0092890,69,65
tt0462499,37,46
tt0118655,74,51
tt2660888,86,68
tt3079380,95,75
tt0319343,85,64
tt1092026,70,57
tt1706593,85,69
tt1385826,71,60
tt0120812,61,60
tt0107614,72,53
tt0183649,72,56
tt0320691,31,42
tt0411477,86,78
tt1213663,89,81
tt1028528,64,
tt0103776,80,68
tt1152836,68,70
tt0448115,90,71
tt1245526,71,60
tt0887883,78,63
tt0212338,84,73
tt0790724,63,50
tt0360486,46,50
tt0113497,52,39
tt1650062,81,72
tt5095030,87,70
tt0317740,73,68
tt0377092,84,66
tt1587310,54,56
tt2294449,84,71
tt1282140,85,72
tt1355644,30,41
tt1905041,71,61
tt1060277,78,64
tt0163651,61,58
tt0942385,82,71
tt1259521,92,72
tt0120616,61,48
tt1723121,49,44
tt1483013,53,54
tt0116629,67,59
tt1446714,73,64
tt0369610,71,59
tt0418279,58,61
tt0816711,67,63
tt0770828,56,55
tt1228705,72,57
tt0800369,77,57
tt0240913,93,86
tt0052902,80,
tt1805297,67,52
tt0110889,64,
tt0041841,100,75
tt10199640,93,84
tt7736478,85,64
tt0368658,,64
tt0082351,83,61
tt4944596,100,
tt2364975,96,87
tt3830162,89,81
tt0045883,89,79
tt2935564,77,67
tt0386820,,
tt0023293,96,
tt0065622,79,
tt0976060,76,63
tt1802197,36,43
tt0482463,44,47
tt0050280,81,59
tt0070842,86,
tt1760967,77,
tt0077914,91,68
tt0118804,77,
tt3107166,56,44
tt0275083,,
tt0055257,61,
tt0102592,94,87
tt1674773,88,69
tt2852400,94,77
tt0456470,86,
tt0216800,96,75
tt3541262,86,
tt0090667,,
tt0057603,88,82
tt4084744,,
tt0066249,89,
tt0094138,57,36
tt0093412,100,
tt0023238,100,
tt0438859,44,
tt0259484,53,49
tt0036027,86,
tt0395125,85,68
tt0120520,84,73
tt0115819,63,
tt4714568,100,
tt0048445,86,74
tt0145547,75,
tt3478962,72,68
tt0066831,71,57
tt1632547,74,66
tt0060268,83,75
tt1865569,,
tt5016946,84,60
tt0051337,100,
tt3622120,100,
tt0489327,88,82
tt1264904,60,
tt2650978,33,
tt0498097,73,72
tt2459156,88,71
tt0243862,87,77
tt0285861,78,70
tt0102293,89,
tt5133308,83,
tt0038969,53,54
tt0397619,50,
tt0059885,90,
tt0825236,94,70
tt8254556,84,73
tt0042994,91,
tt9506474,83,61
tt0419198,20,22
tt0055304,88,78
tt0052365,76,
tt0073453,83,82
tt0995829,84,67
tt5923962,,
tt1673697,91,67
tt1226240,76,67
tt0066740,88,
tt1718199,85,62
tt0109688,78,69
tt0064418,45,51
tt2962876,45,31
tt1996310,94,76
tt0103030,53,51
tt0090888,75,55
tt9231040,96,89
tt0042895,71,
tt0083908,91,61
tt0117958,81,76
tt0028212,92,85
tt2094064,86,78
tt0420609,74,68
tt0390808,100,
tt0067549,80,74
tt0045888,93,
tt0103994,87,86
tt0071970,88,65
tt7738450,96,79
tt1152850,85,80
tt0080025,88,69
tt1981107,78,53
tt0071771,79,61
tt0095403,83,68
tt0109759,94,71
tt0434124,58,57
tt0080437,90,77
tt2486678,70,52
tt0464913,77,62
tt0056085,86,56
tt0120866,68,57
tt0417397,69,
tt0083833,93,82
tt0159382,95,75
tt0086617,88,65
tt0102943,81,69
tt0109592,61,
tt0106881,85,
tt0051622,95,
tt3140100,92,61
tt0172396,67,65
tt0084777,78,83
tt0110308,94,85
tt0222851,47,47
tt4899370,86,66
tt0178737,77,71
tt0055830,86,
tt0497137,92,
tt0114594,76,66
tt0070903,63,61
tt4257926,45,44
tt0058898,91,
tt0188674,59,53
tt0065528,80,70
tt1440232,42,50
tt6133130,87,68
tt0978759,88,82
tt0023245,89,
tt2582502,28,31
tt0104573,79,60
tt0369672,43,48
tt2785032,61,46
tt0086993,74,62
tt1653665,64,54
tt0072081,84,61
tt2304771,62,60
tt0970468,78,63
tt0310203,,
tt3149038,87,65
tt1600524,74,70
tt8722346,,74
tt0044121,86,
tt3824458,96,86
tt0094006,75,55
tt0113987,75,66
tt4326444,83,73
tt0235737,63,41
tt5723272,76,65
tt3792960,82,70
tt0283832,79,64
tt0283139,69,61
tt1641638,,
tt1629757,33,45
tt2378507,51,56
tt0332136,,
tt3544082,97,94
tt4669788,72,59
tt2891174,93,76
tt0115639,77,64
tt0896872,75,59
tt0473753,45,48
tt0910554,35,
tt0108500,31,
tt1937264,56,
tt0046534,,78
tt0323944,92,73
tt0790712,90,77
tt6697582,,
tt0066817,68,59
tt1266029,80,67
tt0254455,71,65
tt3499096,63,56
tt0427954,53,52
tt0775529,90,85
tt0048750,88,74
tt0048605,84,
tt8206668,94,79
tt0247199,83,75
tt0093640,91,77
tt2756032,82,66
tt1130988,84,64
tt8368512,85,65
tt1895315,43,45
tt2058107,66,59
tt0080661,79,74
tt2113681,68,58
tt0272207,83,70
tt1064932,67,
tt0103759,77,70
tt0112453,56,
